gre_score,gre_score_quant,gre_score_verbal,test_score_toefl,undergraduation_score,work_ex,papers_published,university_name,status,ranking
309,166,143,89.0,2.15,23,0,rochester_institute_of_technology,reject,66
326,165,161,115.0,2.71,0,3,rochester_institute_of_technology,reject,66
313,164,149,107.0,3.02,36,0,rochester_institute_of_technology,reject,66
312,167,145,94.0,2.25,0,0,rochester_institute_of_technology,reject,66
303,155,148,106.0,2.1,40,0,rochester_institute_of_technology,reject,66
308,155,153,95.0,2.4,0,0,rochester_institute_of_technology,reject,66
302,156,146,105.0,2.3,0,0,rochester_institute_of_technology,reject,66
302,154,148,101.0,2.2,18,1,rochester_institute_of_technology,reject,66
308,152,156,108.0,2.33,39,0,rochester_institute_of_technology,reject,66
313,164,149,65.0,2.94,57,0,rochester_institute_of_technology,reject,66
300,156,144,87.0,2.6,18,0,rochester_institute_of_technology,reject,66
316,163,153,100.0,3.26,8,0,rochester_institute_of_technology,reject,66
318,166,152,113.0,3.15,10,0,rochester_institute_of_technology,reject,66
304,155,149,105.0,2.0,26,0,rochester_institute_of_technology,reject,66
304,155,149,105.0,2.0,26,0,rochester_institute_of_technology,reject,66
306,155,151,93.0,1.75,0,0,rochester_institute_of_technology,reject,66
319,162,157,109.0,1.86,0,3,rochester_institute_of_technology,reject,66
305,157,148,97.0,2.45,0,0,rochester_institute_of_technology,reject,66
309,162,147,103.0,2.68,21,3,rochester_institute_of_technology,reject,66
307,156,151,110.0,2.1,30,1,rochester_institute_of_technology,reject,66
304,160,144,94.0,2.25,0,0,rochester_institute_of_technology,reject,66
303,154,149,93.0,3.4,0,2,rochester_institute_of_technology,reject,66
309,155,154,114.0,3.44,0,0,rochester_institute_of_technology,reject,66
304,165,139,89.0,1.65,0,0,rochester_institute_of_technology,reject,66
307,160,147,97.0,2.05,10,3,rochester_institute_of_technology,reject,66
306,158,148,104.0,2.5,30,0,rochester_institute_of_technology,reject,66
298,159,139,80.0,2.05,0,3,rochester_institute_of_technology,reject,66
310,163,147,95.0,2.5,0,0,rochester_institute_of_technology,reject,66
315,164,151,90.0,2.2,0,0,rochester_institute_of_technology,reject,66
323,166,157,112.0,1.9,30,1,rochester_institute_of_technology,reject,66
298,157,141,84.0,2.3,0,2,rochester_institute_of_technology,reject,66
306,159,147,94.0,1.8,10,3,rochester_institute_of_technology,reject,66
295,152,143,90.0,2.0,0,1,rochester_institute_of_technology,reject,66
302,155,147,109.0,1.9,10,0,rochester_institute_of_technology,reject,66
304,154,150,93.0,1.71,20,3,rochester_institute_of_technology,reject,66
304,154,150,93.0,1.71,20,3,rochester_institute_of_technology,reject,66
301,157,144,91.0,2.27,10,0,rochester_institute_of_technology,reject,66
308,160,148,111.0,1.76,30,0,rochester_institute_of_technology,reject,66
316,162,154,106.0,2.05,0,0,rochester_institute_of_technology,reject,66
302,156,146,75.0,1.7,0,0,rochester_institute_of_technology,reject,66
299,156,143,91.0,2.3,10,0,rochester_institute_of_technology,reject,66
302,157,145,91.0,1.88,0,0,rochester_institute_of_technology,reject,66
296,153,143,89.0,1.9,0,0,rochester_institute_of_technology,reject,66
289,153,136,82.0,1.85,0,0,rochester_institute_of_technology,reject,66
294,158,136,87.0,2.05,0,0,rochester_institute_of_technology,reject,66
303,155,148,94.0,2.58,0,0,rochester_institute_of_technology,reject,66
300,158,142,94.0,2.99,30,0,rochester_institute_of_technology,reject,66
300,160,140,86.0,2.54,0,0,rochester_institute_of_technology,reject,66
321,170,151,111.0,3.63,17,0,rutgers_university_new_brunswick,accept,25
330,170,160,114.0,3.6,0,3,rutgers_university_new_brunswick,accept,25
322,170,152,108.0,3.45,10,3,rutgers_university_new_brunswick,accept,25
301,158,143,101,3.0,0,0,rutgers_university_new_brunswick,accept,25
320,169,151,106.0,3.29,0,0,rutgers_university_new_brunswick,accept,25
321,170,151,100.0,3.06,2,0,rutgers_university_new_brunswick,accept,25
323,169,154,112.0,3.59,3,0,rutgers_university_new_brunswick,accept,25
325,170,155,110.0,3.02,15,0,rutgers_university_new_brunswick,accept,25
320,170,150,75.0,3.4,2,0,rutgers_university_new_brunswick,accept,25
324,170,154,106.0,3.44,10,0,rutgers_university_new_brunswick,accept,25
328,170,158,110.0,3.39,6,0,rutgers_university_new_brunswick,accept,25
310,154,156,112.0,3.61,3,0,rutgers_university_new_brunswick,accept,25
311,165,146,95.0,3.52,0,0,rutgers_university_new_brunswick,accept,25
311,165,146,95.0,3.52,0,0,rutgers_university_new_brunswick,accept,25
318,164,154,108.0,3.36,0,0,rutgers_university_new_brunswick,accept,25
317,168,149,108.0,3.32,79,0,rutgers_university_new_brunswick,accept,25
311,163,148,98.0,3.0,54,0,rutgers_university_new_brunswick,accept,25
315,163,152,107.0,3.44,26,0,rutgers_university_new_brunswick,accept,25
328,170,158,113.0,3.24,3,0,rutgers_university_new_brunswick,accept,25
317,164,153,101.0,3.71,50,0,rutgers_university_new_brunswick,accept,25
334,170,164,116.0,2.81,36,0,rutgers_university_new_brunswick,accept,25
330,165,165,112.0,3.61,8,3,rutgers_university_new_brunswick,accept,25
310,165,145,95.0,2.4,0,0,rutgers_university_new_brunswick,accept,25
323,167,156,0,3.19,17,0,rutgers_university_new_brunswick,accept,25
326,168,158,0,3.63,0,0,rutgers_university_new_brunswick,accept,25
326,169,157,108.0,3.26,0,0,rutgers_university_new_brunswick,accept,25
330,169,161,116.0,3.43,12,2,rutgers_university_new_brunswick,accept,25
325,169,156,117.0,3.37,2,3,rutgers_university_new_brunswick,accept,25
326,170,156,109.0,2.8,0,3,rutgers_university_new_brunswick,accept,25
325,170,155,114.0,3.24,0,0,rutgers_university_new_brunswick,accept,25
318,169,149,102.0,3.18,15,3,rutgers_university_new_brunswick,accept,25
324,169,155,112.0,3.16,15,3,rutgers_university_new_brunswick,accept,25
319,168,151,106.0,3.3,34,0,rutgers_university_new_brunswick,accept,25
321,170,151,104.0,3.44,0,0,rutgers_university_new_brunswick,accept,25
318,168,150,0,3.0,24,3,rutgers_university_new_brunswick,accept,25
320,168,152,102.0,3.49,7,3,rutgers_university_new_brunswick,accept,25
318,168,150,107.0,3.27,1,0,rutgers_university_new_brunswick,accept,25
336,170,166,117.0,3.43,2,0,rutgers_university_new_brunswick,accept,25
330,170,160,106.0,3.7,12,3,rutgers_university_new_brunswick,accept,25
319,170,149,107.0,3.63,24,3,rutgers_university_new_brunswick,accept,25
328,170,158,108.0,3.21,0,0,rutgers_university_new_brunswick,accept,25
315,169,146,93.0,3.5,27,0,rutgers_university_new_brunswick,accept,25
325,164,161,107.0,3.73,51,0,rutgers_university_new_brunswick,accept,25
314,167,147,93.0,3.58,23,0,rutgers_university_new_brunswick,accept,25
318,167,151,108.0,3.24,30,0,rutgers_university_new_brunswick,accept,25
317,166,151,101,2.87,52,0,rutgers_university_new_brunswick,accept,25
328,168,160,108.0,2.1,24,0,rutgers_university_new_brunswick,accept,25
311,165,146,98.0,3.5,28,2,rutgers_university_new_brunswick,accept,25
321,163,158,108.0,2.35,29,0,rutgers_university_new_brunswick,accept,25
320,168,152,104.0,3.2,0,0,rutgers_university_new_brunswick,accept,25
323,164,159,109.0,2.79,5,0,rutgers_university_new_brunswick,accept,25
321,167,154,103.0,2.75,13,0,rutgers_university_new_brunswick,accept,25
320,170,150,108.0,3.13,0,3,rutgers_university_new_brunswick,accept,25
325,169,156,103.0,3.4,24,2,rutgers_university_new_brunswick,accept,25
317,167,150,95.0,3.16,0,3,rutgers_university_new_brunswick,accept,25
326,162,164,110.0,3.25,28,3,rutgers_university_new_brunswick,accept,25
320,165,155,109.0,3.05,8,0,rutgers_university_new_brunswick,accept,25
318,163,155,107.0,3.06,25,3,rutgers_university_new_brunswick,accept,25
316,167,149,106.0,3.68,3,3,rutgers_university_new_brunswick,accept,25
320,170,150,97.0,3.09,18,0,rutgers_university_new_brunswick,accept,25
320,170,150,97.0,3.09,18,0,rutgers_university_new_brunswick,accept,25
323,165,158,114.0,2.75,8,3,rutgers_university_new_brunswick,accept,25
322,167,155,113.0,3.49,0,3,rutgers_university_new_brunswick,accept,25
322,170,152,104.0,3.26,46,3,rutgers_university_new_brunswick,accept,25
325,170,155,114.0,3.17,30,0,rutgers_university_new_brunswick,accept,25
330,167,163,116.0,3.52,18,0,rutgers_university_new_brunswick,accept,25
323,169,154,105.0,2.67,20,1,rutgers_university_new_brunswick,accept,25
318,170,148,113.0,3.2,12,0,rutgers_university_new_brunswick,accept,25
329,169,160,111.0,3.13,0,3,rutgers_university_new_brunswick,accept,25
313,163,150,96.0,3.54,36,0,rutgers_university_new_brunswick,accept,25
314,165,149,90.0,2.15,0,3,rutgers_university_new_brunswick,accept,25
304,164,140,94.0,2.8,6,0,rutgers_university_new_brunswick,accept,25
323,162,161,117.0,3.42,2,0,rutgers_university_new_brunswick,accept,25
321,166,155,113.0,3.12,0,0,rutgers_university_new_brunswick,accept,25
316,170,146,98.0,2.84,30,0,rutgers_university_new_brunswick,accept,25
289,146,143,96.0,2.55,0,0,rutgers_university_new_brunswick,accept,25
304,164,140,94.0,3.12,6,0,rutgers_university_new_brunswick,accept,25
319,166,153,110.0,3.72,2,0,rutgers_university_new_brunswick,accept,25
334,168,166,116.0,2.88,2,0,rutgers_university_new_brunswick,accept,25
314,168,146,98.0,3.2,30,0,rutgers_university_new_brunswick,accept,25
322,170,152,107.0,3.52,31,0,rutgers_university_new_brunswick,accept,25
327,170,157,115.0,3.04,12,0,rutgers_university_new_brunswick,accept,25
329,169,160,107.0,2.92,5,0,rutgers_university_new_brunswick,accept,25
317,168,149,102.0,3.26,1,0,rutgers_university_new_brunswick,accept,25
329,167,162,117.0,3.47,2,0,rutgers_university_new_brunswick,accept,25
327,170,157,107.0,3.16,16,0,rutgers_university_new_brunswick,accept,25
326,167,159,110.0,2.54,21,0,rutgers_university_new_brunswick,accept,25
322,167,155,110.0,3.16,3,0,rutgers_university_new_brunswick,accept,25
320,168,152,102.0,2.8,18,0,rutgers_university_new_brunswick,accept,25
330,167,163,111.0,2.89,14,3,rutgers_university_new_brunswick,accept,25
314,162,152,107.0,3.44,18,0,rutgers_university_new_brunswick,accept,25
325,168,157,112.0,2.96,40,0,rutgers_university_new_brunswick,accept,25
316,166,150,106.0,3.2,15,3,rutgers_university_new_brunswick,accept,25
322,170,152,96.0,3.15,26,0,rutgers_university_new_brunswick,accept,25
327,168,159,113.0,3.69,30,3,rutgers_university_new_brunswick,accept,25
324,170,154,105.0,3.31,10,0,rutgers_university_new_brunswick,accept,25
317,169,148,97.0,2.5,10,3,rutgers_university_new_brunswick,accept,25
318,164,154,101.0,2.73,40,0,rutgers_university_new_brunswick,accept,25
322,167,155,112.0,3.7,30,0,rutgers_university_new_brunswick,accept,25
326,168,158,110.0,3.24,0,2,rutgers_university_new_brunswick,accept,25
319,168,151,110.0,3.14,10,3,rutgers_university_new_brunswick,accept,25
311,158,153,110.0,2.49,30,0,rutgers_university_new_brunswick,accept,25
321,167,154,114.0,3.48,0,0,rutgers_university_new_brunswick,accept,25
321,167,154,114.0,3.48,0,0,rutgers_university_new_brunswick,accept,25
316,166,150,100.0,3.05,0,0,rutgers_university_new_brunswick,accept,25
322,170,152,106.0,2.75,0,0,rutgers_university_new_brunswick,accept,25
319,164,155,109.0,2.65,0,3,rutgers_university_new_brunswick,accept,25
318,166,152,115.0,3.2,20,0,rutgers_university_new_brunswick,accept,25
316,165,151,111.0,3.28,10,3,rutgers_university_new_brunswick,reject,25
316,165,151,111.0,3.28,10,3,rutgers_university_new_brunswick,reject,25
321,164,157,106.0,3.65,29,3,rutgers_university_new_brunswick,reject,25
314,163,151,114,3.53,7,3,rutgers_university_new_brunswick,reject,25
320,170,150,113.0,3.26,2,3,rutgers_university_new_brunswick,reject,25
326,168,158,110.0,2.92,60,0,rutgers_university_new_brunswick,reject,25
307,165,142,102.0,2.84,18,0,rutgers_university_new_brunswick,reject,25
324,158,166,109.0,3.36,0,0,rutgers_university_new_brunswick,reject,25
300,157,143,99.0,3.3,30,0,rutgers_university_new_brunswick,reject,25
318,165,153,99.0,3.05,24,0,rutgers_university_new_brunswick,reject,25
323,167,156,110.0,2.89,42,0,rutgers_university_new_brunswick,reject,25
325,170,155,103.0,2.84,30,0,rutgers_university_new_brunswick,reject,25
312,162,150,102.0,2.52,30,3,rutgers_university_new_brunswick,reject,25
315,167,148,104.0,3.48,8,0,rutgers_university_new_brunswick,reject,25
322,170,152,101.0,2.81,25,3,rutgers_university_new_brunswick,reject,25
312,167,145,75.0,3.36,0,0,rutgers_university_new_brunswick,reject,25
321,169,152,97.0,2.92,27,0,rutgers_university_new_brunswick,reject,25
317,165,152,96.0,2.98,4,0,rutgers_university_new_brunswick,reject,25
317,165,152,96.0,2.98,4,0,rutgers_university_new_brunswick,reject,25
315,150,165,112.0,2.96,20,0,rutgers_university_new_brunswick,reject,25
325,166,159,110.0,3.24,13,0,rutgers_university_new_brunswick,reject,25
315,161,154,111.0,3.0,26,0,rutgers_university_new_brunswick,reject,25
322,164,158,105.0,3.11,9,3,rutgers_university_new_brunswick,reject,25
315,164,151,108.0,3.62,1,0,rutgers_university_new_brunswick,reject,25
318,168,150,0,3.39,2,0,rutgers_university_new_brunswick,reject,25
311,164,147,99.0,3.46,17,0,rutgers_university_new_brunswick,reject,25
311,164,147,99.0,2.85,11,0,rutgers_university_new_brunswick,reject,25
307,161,146,102.0,3.39,4,0,rutgers_university_new_brunswick,reject,25
309,163,146,96.0,3.48,12,0,rutgers_university_new_brunswick,reject,25
319,165,154,111.0,2.61,44,0,rutgers_university_new_brunswick,reject,25
321,167,154,107.0,2.25,0,0,rutgers_university_new_brunswick,reject,25
324,168,156,114.0,3.26,44,3,rutgers_university_new_brunswick,reject,25
299,151,148,101,3.0,35,0,rutgers_university_new_brunswick,reject,25
329,169,160,115.0,3.65,3,0,rutgers_university_new_brunswick,reject,25
317,168,149,106.0,2.83,15,0,rutgers_university_new_brunswick,reject,25
318,170,148,102.0,2.8,4,0,rutgers_university_new_brunswick,reject,25
319,164,155,113.0,1.9,94,0,rutgers_university_new_brunswick,reject,25
318,162,156,98.0,1.9,21,0,rutgers_university_new_brunswick,reject,25
318,164,154,102.0,2.92,0,0,rutgers_university_new_brunswick,reject,25
316,165,151,95.0,3.27,10,0,rutgers_university_new_brunswick,reject,25
321,168,153,97.0,3.19,19,1,rutgers_university_new_brunswick,reject,25
327,169,158,107.0,3.45,31,0,rutgers_university_new_brunswick,reject,25
307,158,149,114,2.63,34,0,rutgers_university_new_brunswick,reject,25
314,162,152,105.0,3.8,18,0,rutgers_university_new_brunswick,reject,25
305,160,145,98.0,2.84,2,3,rutgers_university_new_brunswick,reject,25
328,169,159,113.0,3.04,3,0,rutgers_university_new_brunswick,reject,25
313,165,148,102.0,2.86,41,0,rutgers_university_new_brunswick,reject,25
325,167,158,112.0,3.62,5,0,rutgers_university_new_brunswick,reject,25
329,170,159,108.0,3.38,16,0,rutgers_university_new_brunswick,reject,25
315,165,150,98.0,3.76,6,3,rutgers_university_new_brunswick,reject,25
320,165,155,103.0,3.59,4,0,rutgers_university_new_brunswick,reject,25
304,160,144,93.0,3.36,2,3,rutgers_university_new_brunswick,reject,25
317,165,152,100.0,3.27,0,0,rutgers_university_new_brunswick,reject,25
323,166,157,110.0,2.83,0,0,rutgers_university_new_brunswick,reject,25
320,161,159,113.0,2.7,82,0,rutgers_university_new_brunswick,reject,25
328,169,159,106.0,2.84,30,0,rutgers_university_new_brunswick,reject,25
319,163,156,113.0,3.24,0,0,rutgers_university_new_brunswick,reject,25
318,168,150,110.0,3.33,0,0,rutgers_university_new_brunswick,reject,25
323,169,154,113.0,3.23,31,2,rutgers_university_new_brunswick,reject,25
321,165,156,0,3.73,0,0,rutgers_university_new_brunswick,reject,25
317,166,151,102.0,3.5,13,0,rutgers_university_new_brunswick,reject,25
319,168,151,106.0,3.3,7,3,rutgers_university_new_brunswick,reject,25
325,167,158,114,3.4,2,0,rutgers_university_new_brunswick,reject,25
311,161,150,105.0,3.1,8,0,rutgers_university_new_brunswick,reject,25
324,166,158,105.0,2.62,1,0,rutgers_university_new_brunswick,reject,25
319,161,158,109.0,2.77,19,0,rutgers_university_new_brunswick,reject,25
331,168,163,115.0,3.36,2,0,rutgers_university_new_brunswick,reject,25
331,168,163,115.0,3.36,2,0,rutgers_university_new_brunswick,reject,25
314,160,154,112.0,2.92,18,0,rutgers_university_new_brunswick,reject,25
314,161,153,108.0,3.38,17,3,rutgers_university_new_brunswick,reject,25
314,168,146,103.0,3.26,24,0,rutgers_university_new_brunswick,reject,25
315,164,151,109.0,3.28,1,0,rutgers_university_new_brunswick,reject,25
324,167,157,117.0,3.32,57,0,rutgers_university_new_brunswick,reject,25
310,164,146,96.0,2.42,13,0,rutgers_university_new_brunswick,reject,25
318,169,149,103.0,3.08,22,0,rutgers_university_new_brunswick,reject,25
301,153,148,92.0,3.04,0,0,rutgers_university_new_brunswick,reject,25
321,169,152,105.0,2.47,6,3,rutgers_university_new_brunswick,reject,25
325,165,160,108.0,3.16,2,0,rutgers_university_new_brunswick,reject,25
310,158,152,104.0,3.6,0,0,rutgers_university_new_brunswick,reject,25
315,166,149,95.0,3.52,0,0,rutgers_university_new_brunswick,reject,25
328,170,158,107.0,2.96,31,0,rutgers_university_new_brunswick,reject,25
320,166,154,110.0,3.16,7,3,rutgers_university_new_brunswick,reject,25
324,163,161,110.0,3.64,28,0,rutgers_university_new_brunswick,reject,25
324,169,155,112.0,2.88,8,0,rutgers_university_new_brunswick,reject,25
324,169,155,112.0,2.88,8,0,rutgers_university_new_brunswick,reject,25
325,168,157,113.0,2.62,39,3,rutgers_university_new_brunswick,reject,25
321,164,157,110.0,1.21,4,3,rutgers_university_new_brunswick,reject,25
314,165,149,105.0,3.53,15,0,rutgers_university_new_brunswick,reject,25
317,162,155,111.0,3.65,2,0,rutgers_university_new_brunswick,reject,25
331,169,162,116.0,2.65,37,3,rutgers_university_new_brunswick,reject,25
318,166,152,104.0,3.47,9,3,rutgers_university_new_brunswick,reject,25
310,161,149,103.0,2.7,20,3,rutgers_university_new_brunswick,reject,25
306,158,148,101,2.1,8,0,rutgers_university_new_brunswick,reject,25
310,160,150,93.0,3.6,1,0,rutgers_university_new_brunswick,reject,25
315,162,153,109.0,3.12,5,0,rutgers_university_new_brunswick,reject,25
320,167,153,109.0,2.85,12,0,rutgers_university_new_brunswick,reject,25
316,161,155,114.0,3.34,0,0,rutgers_university_new_brunswick,reject,25
308,157,151,101.0,3.18,0,1,rutgers_university_new_brunswick,reject,25
317,163,154,109.0,2.55,0,0,rutgers_university_new_brunswick,reject,25
317,164,153,101,2.7,86,0,rutgers_university_new_brunswick,reject,25
305,160,145,114,3.2,2,0,rutgers_university_new_brunswick,reject,25
305,160,145,114,3.2,2,0,rutgers_university_new_brunswick,reject,25
328,167,161,109.0,2.79,15,0,rutgers_university_new_brunswick,reject,25
317,162,155,110.0,3.69,0,3,rutgers_university_new_brunswick,reject,25
306,157,149,103.0,2.6,1,0,rutgers_university_new_brunswick,reject,25
322,168,154,105.0,3.24,2,0,rutgers_university_new_brunswick,reject,25
311,161,150,100.0,2.65,31,0,rutgers_university_new_brunswick,reject,25
320,162,158,102.0,3.32,6,3,rutgers_university_new_brunswick,reject,25
314,165,149,0,2.95,6,0,rutgers_university_new_brunswick,reject,25
320,160,160,0,3.01,0,0,rutgers_university_new_brunswick,reject,25
326,170,156,102.0,3.02,0,0,rutgers_university_new_brunswick,reject,25
319,161,158,111.0,2.96,6,0,rutgers_university_new_brunswick,reject,25
330,160,170,95.0,3.1,60,0,rutgers_university_new_brunswick,reject,25
318,165,153,95.0,3.14,30,0,rutgers_university_new_brunswick,reject,25
322,168,154,111.0,2.96,16,3,rutgers_university_new_brunswick,reject,25
307,161,146,114,3.05,0,3,rutgers_university_new_brunswick,reject,25
315,164,151,108.0,3.18,17,3,rutgers_university_new_brunswick,reject,25
300,155,145,93.0,3.12,13,0,rutgers_university_new_brunswick,reject,25
328,165,163,109.0,3.57,6,0,rutgers_university_new_brunswick,reject,25
320,165,155,108.0,3.4,18,0,rutgers_university_new_brunswick,reject,25
319,161,158,98.0,2.45,50,0,rutgers_university_new_brunswick,reject,25
308,161,147,90.0,3.46,27,0,rutgers_university_new_brunswick,reject,25
307,160,147,75.0,3.48,11,0,rutgers_university_new_brunswick,reject,25
305,158,147,101,3.32,6,0,rutgers_university_new_brunswick,reject,25
320,168,152,106.0,2.92,17,0,rutgers_university_new_brunswick,reject,25
316,159,157,110.0,3.36,36,0,rutgers_university_new_brunswick,reject,25
313,163,150,96.0,3.45,0,0,rutgers_university_new_brunswick,reject,25
307,156,151,88.0,2.38,85,0,rutgers_university_new_brunswick,reject,25
314,164,150,0,3.03,0,0,rutgers_university_new_brunswick,reject,25
326,169,157,0,3.01,32,0,rutgers_university_new_brunswick,reject,25
313,164,149,107.0,2.88,18,0,rutgers_university_new_brunswick,reject,25
337,170,167,115.0,2.7,26,0,rutgers_university_new_brunswick,reject,25
337,170,167,115.0,2.7,26,0,rutgers_university_new_brunswick,reject,25
311,164,147,103.0,2.8,36,0,rutgers_university_new_brunswick,reject,25
316,165,151,99.0,2.84,26,0,rutgers_university_new_brunswick,reject,25
318,166,152,91.0,3.09,28,0,rutgers_university_new_brunswick,reject,25
314,158,156,111.0,3.33,23,0,rutgers_university_new_brunswick,reject,25
317,165,152,105.0,3.08,1,0,rutgers_university_new_brunswick,reject,25
320,165,155,118.0,3.18,31,0,rutgers_university_new_brunswick,reject,25
315,161,154,0,2.84,1,0,rutgers_university_new_brunswick,reject,25
326,163,163,110.0,3.34,24,0,rutgers_university_new_brunswick,reject,25
311,164,147,102.0,3.02,27,3,rutgers_university_new_brunswick,reject,25
323,165,158,109.0,2.88,2,0,rutgers_university_new_brunswick,reject,25
318,162,156,0,3.8,0,0,rutgers_university_new_brunswick,reject,25
328,163,165,0,2.25,0,0,rutgers_university_new_brunswick,reject,25
313,166,147,99.0,3.6,0,3,rutgers_university_new_brunswick,reject,25
320,165,155,0,3.6,0,0,rutgers_university_new_brunswick,reject,25
323,167,156,110.0,3.0,29,0,rutgers_university_new_brunswick,reject,25
323,167,156,110.0,3.0,29,0,rutgers_university_new_brunswick,reject,25
321,168,153,106.0,3.4,0,0,rutgers_university_new_brunswick,reject,25
319,163,156,110.0,2.88,2,0,rutgers_university_new_brunswick,reject,25
303,161,142,99.0,3.53,0,3,rutgers_university_new_brunswick,reject,25
330,169,161,0,2.78,8,2,rutgers_university_new_brunswick,reject,25
317,162,155,101.0,3.49,24,0,rutgers_university_new_brunswick,reject,25
317,169,148,95.0,3.24,0,0,rutgers_university_new_brunswick,reject,25
308,158,150,101.0,3.38,28,0,rutgers_university_new_brunswick,reject,25
316,162,154,106.0,3.52,16,0,rutgers_university_new_brunswick,reject,25
320,167,153,0,3.04,1,2,rutgers_university_new_brunswick,reject,25
314,170,144,96.0,3.12,5,0,rutgers_university_new_brunswick,reject,25
329,170,159,109.0,3.04,20,0,rutgers_university_new_brunswick,reject,25
315,166,149,98.0,3.36,1,3,rutgers_university_new_brunswick,reject,25
298,153,145,96.0,3.28,0,3,rutgers_university_new_brunswick,reject,25
315,166,149,108.0,3.13,15,3,rutgers_university_new_brunswick,reject,25
313,163,150,116.0,2.99,2,0,rutgers_university_new_brunswick,reject,25
314,157,157,111.0,3.21,0,0,rutgers_university_new_brunswick,reject,25
314,157,157,111.0,3.21,0,0,rutgers_university_new_brunswick,reject,25
318,164,154,0,3.26,16,0,rutgers_university_new_brunswick,reject,25
325,166,159,113.0,2.76,12,0,rutgers_university_new_brunswick,reject,25
304,158,146,91.0,2.91,0,3,rutgers_university_new_brunswick,reject,25
319,151,168,101.0,3.22,12,0,rutgers_university_new_brunswick,reject,25
304,162,142,96.0,2.98,0,0,rutgers_university_new_brunswick,reject,25
312,162,150,102.0,3.2,18,0,rutgers_university_new_brunswick,reject,25
323,162,161,111.0,3.56,15,0,rutgers_university_new_brunswick,reject,25
312,148,164,90.0,3.39,33,0,rutgers_university_new_brunswick,reject,25
319,166,153,97.0,3.42,21,0,rutgers_university_new_brunswick,reject,25
309,164,145,94.0,2.92,2,0,rutgers_university_new_brunswick,reject,25
312,158,154,107.0,2.92,60,0,rutgers_university_new_brunswick,reject,25
312,167,145,85.0,3.3,30,0,rutgers_university_new_brunswick,reject,25
311,167,144,99.0,3.18,7,0,rutgers_university_new_brunswick,reject,25
328,168,160,0,2.72,19,3,rutgers_university_new_brunswick,reject,25
318,166,152,104.0,3.44,40,0,rutgers_university_new_brunswick,reject,25
309,160,149,93.0,2.85,2,3,rutgers_university_new_brunswick,reject,25
321,168,153,103.0,2.3,2,0,rutgers_university_new_brunswick,reject,25
320,165,155,105.0,3.2,1,0,rutgers_university_new_brunswick,reject,25
304,160,144,87.0,2.25,40,0,rutgers_university_new_brunswick,reject,25
313,164,149,101.0,2.96,33,3,rutgers_university_new_brunswick,reject,25
316,166,150,0,3.58,0,0,rutgers_university_new_brunswick,reject,25
311,161,150,91.0,3.47,24,3,rutgers_university_new_brunswick,reject,25
305,165,140,86.0,3.06,24,0,rutgers_university_new_brunswick,reject,25
328,170,158,111.0,2.75,5,0,rutgers_university_new_brunswick,reject,25
318,163,155,106.0,3.18,28,0,rutgers_university_new_brunswick,reject,25
317,160,157,109.0,2.69,0,3,rutgers_university_new_brunswick,reject,25
312,163,149,98.0,3.34,30,0,rutgers_university_new_brunswick,reject,25
323,170,153,102.0,3.6,4,0,rutgers_university_new_brunswick,reject,25
319,170,149,0,3.32,0,3,rutgers_university_new_brunswick,reject,25
312,166,146,90.0,2.7,30,0,rutgers_university_new_brunswick,reject,25
320,169,151,109.0,3.92,12,3,state_university_of_new_york_at_stony_brook,accept,35
320,169,151,109.0,3.92,12,3,state_university_of_new_york_at_stony_brook,accept,35
317,166,151,114,3.48,1,0,state_university_of_new_york_at_stony_brook,accept,35
315,170,145,95.0,3.12,24,0,state_university_of_new_york_at_stony_brook,accept,35
329,166,163,114.0,3.25,3,0,state_university_of_new_york_at_stony_brook,accept,35
317,168,149,75.0,3.23,6,1,state_university_of_new_york_at_stony_brook,accept,35
324,166,158,107.0,3.47,36,0,state_university_of_new_york_at_stony_brook,accept,35
315,168,147,106.0,3.24,0,0,state_university_of_new_york_at_stony_brook,accept,35
324,169,155,112.0,3.77,19,0,state_university_of_new_york_at_stony_brook,accept,35
320,165,155,109.0,3.26,9,0,state_university_of_new_york_at_stony_brook,accept,35
316,163,153,109.0,3.75,3,3,state_university_of_new_york_at_stony_brook,accept,35
330,168,162,113.0,2.98,34,2,state_university_of_new_york_at_stony_brook,accept,35
315,163,152,105.0,2.05,33,0,state_university_of_new_york_at_stony_brook,accept,35
326,169,157,105.0,3.16,28,3,state_university_of_new_york_at_stony_brook,accept,35
319,167,152,104.0,3.13,34,0,state_university_of_new_york_at_stony_brook,accept,35
322,164,158,108.0,3.44,0,0,state_university_of_new_york_at_stony_brook,accept,35
320,169,151,109.0,3.92,12,3,state_university_of_new_york_at_stony_brook,accept,35
320,169,151,109.0,3.92,12,3,state_university_of_new_york_at_stony_brook,accept,35
315,170,145,95.0,3.12,24,0,state_university_of_new_york_at_stony_brook,accept,35
329,166,163,114.0,3.25,3,0,state_university_of_new_york_at_stony_brook,accept,35
320,164,156,75.0,3.24,12,0,state_university_of_new_york_at_stony_brook,accept,35
324,166,158,107.0,3.47,36,0,state_university_of_new_york_at_stony_brook,accept,35
315,168,147,106.0,3.24,0,0,state_university_of_new_york_at_stony_brook,accept,35
324,169,155,112.0,3.77,19,0,state_university_of_new_york_at_stony_brook,accept,35
327,168,159,109.0,3.46,14,0,state_university_of_new_york_at_stony_brook,accept,35
316,163,153,109.0,3.75,3,3,state_university_of_new_york_at_stony_brook,accept,35
