gre_score,gre_score_quant,gre_score_verbal,test_score_toefl,undergraduation_score,work_ex,papers_published,university_name,status,ranking
317,158,159,105.0,2.1,40,0,indiana_university_bloomington,reject,48
312,161,151,99.0,2.8,30,0,indiana_university_bloomington,reject,48
315,166,149,96.0,2.95,18,0,indiana_university_bloomington,reject,48
310,155,155,100.0,1.95,0,1,indiana_university_bloomington,reject,48
324,167,157,110.0,1.78,12,3,indiana_university_bloomington,reject,48
313,165,148,101.0,2.56,50,0,indiana_university_bloomington,reject,48
305,155,150,75.0,2.78,42,0,indiana_university_bloomington,reject,48
304,157,147,99.0,2.65,20,0,indiana_university_bloomington,reject,48
319,170,149,96.0,2.72,5,0,indiana_university_bloomington,reject,48
311,160,151,106.0,3.46,30,3,indiana_university_bloomington,reject,48
316,154,162,113.0,3.22,30,0,indiana_university_bloomington,reject,48
308,158,150,100.0,2.1,0,0,indiana_university_bloomington,reject,48
315,164,151,106.0,1.95,20,0,indiana_university_bloomington,reject,48
308,163,145,103.0,2.5,0,0,indiana_university_bloomington,reject,48
324,162,162,85.0,3.18,30,0,indiana_university_bloomington,reject,48
305,157,148,103.0,2.02,0,3,indiana_university_bloomington,reject,48
312,170,142,97.0,3.21,12,2,indiana_university_bloomington,reject,48
310,160,150,110.0,3.0,10,0,indiana_university_bloomington,reject,48
319,159,160,109.0,3.44,20,0,indiana_university_bloomington,reject,48
316,169,147,96.0,3.05,0,0,indiana_university_bloomington,reject,48
316,169,147,96.0,3.05,0,0,indiana_university_bloomington,reject,48
307,158,149,90.0,2.9,0,3,indiana_university_bloomington,reject,48
311,163,148,91.0,2.6,30,1,indiana_university_bloomington,reject,48
320,168,152,94.0,2.55,30,3,indiana_university_bloomington,reject,48
305,153,152,106.0,2.05,30,3,indiana_university_bloomington,reject,48
308,161,147,99.0,3.19,0,0,indiana_university_bloomington,reject,48
310,158,152,116.0,2.0,0,0,indiana_university_bloomington,reject,48
321,168,153,114.0,2.45,0,0,indiana_university_bloomington,reject,48
301,156,145,95.0,2.75,20,3,indiana_university_bloomington,reject,48
308,162,146,107.0,2.57,38,0,kansas_state_university,accept,115
308,162,146,107.0,2.57,38,0,kansas_state_university,accept,115
310,166,144,97.0,2.12,1,0,kansas_state_university,accept,115
303,160,143,65.0,3.02,6,0,kansas_state_university,accept,115
309,163,146,75.0,2.9,30,0,kansas_state_university,accept,115
329,163,166,104.0,2.85,10,2,kansas_state_university,accept,115
317,160,157,114,2.65,0,0,kansas_state_university,accept,115
326,162,164,113.0,2.0,18,3,kansas_state_university,accept,115
307,157,150,101,2.4,0,3,kansas_state_university,accept,115
303,155,148,75.0,2.25,0,0,kansas_state_university,accept,115
304,164,140,101,3.82,12,0,kansas_state_university,accept,115
300,161,139,101,2.88,0,0,kansas_state_university,accept,115
315,164,151,107.0,3.31,29,0,kansas_state_university,accept,115
312,165,147,0,2.8,30,3,kansas_state_university,accept,115
310,164,146,91.0,2.2,42,0,kansas_state_university,accept,115
309,159,150,75.0,2.88,14,0,kansas_state_university,accept,115
317,170,147,95.0,3.37,0,0,kansas_state_university,accept,115
308,162,146,97.0,2.81,23,0,kansas_state_university,accept,115
309,158,151,101.0,2.86,19,0,kansas_state_university,accept,115
309,158,151,101.0,2.86,19,0,kansas_state_university,accept,115
307,163,144,93.0,3.31,18,0,kansas_state_university,accept,115
323,164,159,109.0,2.79,5,0,kansas_state_university,accept,115
300,158,142,75.0,2.5,13,3,kansas_state_university,accept,115
310,162,148,91.0,3.05,25,0,kansas_state_university,accept,115
307,155,152,107.0,2.49,6,0,kansas_state_university,accept,115
314,166,148,93.0,3.32,0,0,kansas_state_university,accept,115
304,160,144,101,3.47,1,0,kansas_state_university,accept,115
319,161,158,116.0,3.65,14,3,kansas_state_university,accept,115
320,167,153,113.0,3.35,0,0,kansas_state_university,accept,115
300,160,140,90.0,2.5,36,0,kansas_state_university,accept,115
314,161,153,102.0,2.8,0,0,kansas_state_university,accept,115
326,170,156,102.0,2.98,0,0,kansas_state_university,accept,115
312,166,146,90.0,3.94,10,0,kansas_state_university,accept,115
313,162,151,96.0,2.86,0,0,kansas_state_university,accept,115
313,163,150,106.0,2.85,0,0,kansas_state_university,accept,115
306,163,143,101,3.83,3,0,kansas_state_university,accept,115
316,162,154,107.0,3.0,20,0,kansas_state_university,accept,115
314,166,148,107.0,2.8,0,0,kansas_state_university,accept,115
326,170,156,102.0,2.98,0,0,kansas_state_university,accept,115
326,170,156,102.0,2.98,0,0,kansas_state_university,accept,115
286,147,139,45,2.5,0,0,kansas_state_university,accept,115
307,160,147,92.0,2.75,0,0,kansas_state_university,accept,115
321,168,153,105.0,2.52,0,0,kansas_state_university,accept,115
300,159,141,110.0,3.55,1,0,kansas_state_university,accept,115
312,163,149,105.0,2.35,0,0,kansas_state_university,reject,115
312,163,149,105.0,2.35,0,0,kansas_state_university,reject,115
308,157,151,95.0,2.55,1,0,kansas_state_university,reject,115
302,161,141,88.0,3.22,21,0,kansas_state_university,reject,115
307,159,148,93.0,2.98,15,3,kansas_state_university,reject,115
300,161,139,75.0,2.68,12,0,kansas_state_university,reject,115
302,163,139,101,2.1,36,0,kansas_state_university,reject,115
314,165,149,90.0,3.2,3,0,kansas_state_university,reject,115
310,162,148,65.0,3.2,18,0,kansas_state_university,reject,115
307,164,143,65.0,2.85,41,0,kansas_state_university,reject,115
302,162,140,82.0,3.68,0,0,kansas_state_university,reject,115
306,155,151,115.0,3.1,0,0,kansas_state_university,reject,115
304,158,146,101,2.45,0,0,kansas_state_university,reject,115
322,170,152,101.0,2.74,0,3,kansas_state_university,reject,115
295,158,137,101,3.05,38,3,kansas_state_university,reject,115
306,160,146,88.0,3.28,18,0,kansas_state_university,reject,115
307,155,152,104.0,1.95,5,3,kansas_state_university,reject,115
301,158,143,86.0,3.4,0,0,kansas_state_university,reject,115
304,158,146,85.0,2.45,90,0,kansas_state_university,reject,115
302,156,146,101.0,2.14,0,0,kansas_state_university,reject,115
309,164,145,78,2.7,24,0,kansas_state_university,reject,115
309,164,145,78,2.7,24,0,kansas_state_university,reject,115
302,153,149,98.0,2.0,52,0,kansas_state_university,reject,115
309,160,149,89.0,3.44,21,0,kansas_state_university,reject,115
315,163,152,100.0,2.92,20,0,kansas_state_university,reject,115
315,163,152,100.0,2.92,20,0,kansas_state_university,reject,115
293,154,139,75.0,2.4,0,2,kansas_state_university,reject,115
322,168,154,107.0,2.7,0,0,kansas_state_university,reject,115
292,144,148,81.0,2.45,10,1,kansas_state_university,reject,115
317,163,154,97.0,2.6,10,0,kansas_state_university,reject,115
318,166,152,101,3.05,30,0,kansas_state_university,reject,115
312,160,152,101,3.01,0,0,kansas_state_university,reject,115
320,162,158,106.0,3.08,23,0,university_of_maryland_college_park,accept,10
334,169,165,114.0,3.92,0,0,university_of_maryland_college_park,accept,10
320,166,154,104.0,3.23,3,3,university_of_maryland_college_park,accept,10
314,163,151,104.0,3.9,26,2,university_of_maryland_college_park,accept,10
332,169,163,116.0,3.16,2,0,university_of_maryland_college_park,accept,10
314,163,151,104.0,3.75,15,3,university_of_maryland_college_park,accept,10
327,168,159,114.0,3.75,5,3,university_of_maryland_college_park,accept,10
322,169,153,112.0,3.88,20,3,university_of_maryland_college_park,accept,10
302,160,142,102.0,3.82,30,3,university_of_maryland_college_park,accept,10
322,170,152,106.0,3.72,6,0,university_of_maryland_college_park,accept,10
324,167,157,108.0,3.12,6,2,university_of_maryland_college_park,accept,10
334,169,165,114.0,3.92,0,0,university_of_maryland_college_park,accept,10
320,166,154,104.0,3.23,3,3,university_of_maryland_college_park,accept,10
324,168,156,114.0,3.69,12,3,university_of_maryland_college_park,accept,10
332,169,163,116.0,3.16,2,0,university_of_maryland_college_park,accept,10
314,163,151,104.0,3.75,15,3,university_of_maryland_college_park,accept,10
323,157,166,113.0,3.56,20,3,university_of_maryland_college_park,accept,10
327,168,159,114.0,3.75,5,3,university_of_maryland_college_park,accept,10
320,166,154,103.0,2.5,0,0,university_of_maryland_college_park,accept,10
302,160,142,102.0,3.82,30,3,university_of_maryland_college_park,accept,10
322,170,152,106.0,3.72,6,0,university_of_maryland_college_park,accept,10
316,160,156,108.0,2.29,47,0,university_of_maryland_college_park,accept,10
322,160,162,105.0,3.6,0,2,university_of_maryland_college_park,accept,10
315,165,150,104.0,2.95,26,0,university_of_maryland_college_park,accept,10
321,170,151,0,3.72,18,0,university_of_maryland_college_park,accept,10
322,162,160,112.0,3.57,12,0,university_of_maryland_college_park,accept,10
331,168,163,117.0,3.87,6,3,university_of_maryland_college_park,accept,10
303,158,145,95.0,3.04,0,0,university_of_maryland_college_park,accept,10
319,162,157,104.0,3.6,0,0,university_of_maryland_college_park,accept,10
330,165,165,100.0,3.2,24,3,university_of_maryland_college_park,accept,10
322,170,152,113.0,3.66,6,3,university_of_maryland_college_park,accept,10
321,167,154,109.0,3.3,18,3,university_of_maryland_college_park,accept,10
321,163,158,116.0,3.16,29,0,university_of_maryland_college_park,reject,10
321,163,158,116.0,3.16,29,0,university_of_maryland_college_park,reject,10
319,164,155,85.0,3.17,23,0,university_of_maryland_college_park,reject,10
315,161,154,105.0,2.95,2,2,university_of_maryland_college_park,reject,10
315,161,154,111.0,3.0,26,0,university_of_maryland_college_park,reject,10
327,168,159,109.0,3.46,14,0,university_of_maryland_college_park,reject,10
317,165,152,105.0,3.5,20,0,university_of_maryland_college_park,reject,10
307,157,150,93.0,3.05,25,0,university_of_maryland_college_park,reject,10
319,164,155,104.0,3.35,5,3,university_of_maryland_college_park,reject,10
317,165,152,110.0,3.87,16,3,university_of_maryland_college_park,reject,10
329,167,162,116.0,2.75,13,0,university_of_maryland_college_park,reject,10
313,163,150,101.0,3.6,60,2,university_of_maryland_college_park,reject,10
318,167,151,109.0,3.88,2,0,university_of_maryland_college_park,reject,10
323,170,153,100.0,3.02,1,3,university_of_maryland_college_park,reject,10
321,163,158,116.0,3.16,29,0,university_of_maryland_college_park,reject,10
321,163,158,116.0,3.16,29,0,university_of_maryland_college_park,reject,10
324,165,159,113.0,2.51,28,0,university_of_maryland_college_park,reject,10
307,157,150,93.0,3.05,25,0,university_of_maryland_college_park,reject,10
319,164,155,104.0,3.35,5,3,university_of_maryland_college_park,reject,10
316,166,150,94.0,3.09,6,0,university_of_maryland_college_park,reject,10
329,167,162,116.0,2.75,13,0,university_of_maryland_college_park,reject,10
313,163,150,101,3.0,18,0,university_of_maryland_college_park,reject,10
318,167,151,109.0,3.88,2,0,university_of_maryland_college_park,reject,10
323,170,153,100.0,3.02,1,3,university_of_maryland_college_park,reject,10
316,165,151,108.0,3.56,0,0,university_of_maryland_college_park,reject,10
321,170,151,111.0,3.63,17,0,university_of_maryland_college_park,reject,10
320,168,152,98.0,2.88,4,0,university_of_maryland_college_park,reject,10
318,162,156,113.0,3.03,16,0,university_of_maryland_college_park,reject,10
315,163,152,102.0,3.6,31,0,university_of_maryland_college_park,reject,10
320,160,160,108.0,3.02,8,3,university_of_maryland_college_park,reject,10
322,170,152,110.0,3.65,22,0,university_of_maryland_college_park,reject,10
316,166,150,103.0,3.3,7,0,university_of_maryland_college_park,reject,10
323,163,160,112.0,3.5,2,0,university_of_maryland_college_park,reject,10
328,165,163,108.0,2.84,31,3,university_of_maryland_college_park,reject,10
317,163,154,112.0,3.71,9,2,university_of_maryland_college_park,reject,10
323,170,153,108.0,3.37,14,0,university_of_maryland_college_park,reject,10
310,163,147,75.0,2.92,5,3,university_of_maryland_college_park,reject,10
329,170,159,111.0,3.88,20,3,university_of_maryland_college_park,reject,10
316,165,151,104.0,3.68,20,3,university_of_maryland_college_park,reject,10
321,166,155,93.0,3.48,2,0,university_of_maryland_college_park,reject,10
316,167,149,107.0,3.6,27,0,university_of_maryland_college_park,reject,10
320,163,157,114.0,3.08,10,0,university_of_maryland_college_park,reject,10
315,158,157,113.0,2.38,17,2,university_of_maryland_college_park,reject,10
321,164,157,104.0,3.52,10,3,university_of_maryland_college_park,reject,10
314,160,154,107.0,2.99,24,0,university_of_maryland_college_park,reject,10
319,170,149,105.0,3.36,22,3,university_of_maryland_college_park,reject,10
329,170,159,105.0,3.18,30,0,university_of_maryland_college_park,reject,10
331,170,161,113.0,3.28,34,1,university_of_maryland_college_park,reject,10
321,166,155,102.0,3.28,0,3,university_of_maryland_college_park,reject,10
322,167,155,105.0,3.4,36,0,university_of_maryland_college_park,reject,10
320,167,153,101.0,2.93,48,0,university_of_maryland_college_park,reject,10
324,168,156,113.0,3.15,12,0,university_of_maryland_college_park,reject,10
311,163,148,105.0,1.25,0,0,university_of_maryland_college_park,reject,10
316,165,151,117.0,3.65,2,3,university_of_maryland_college_park,reject,10
337,168,169,115.0,3.5,18,3,university_of_maryland_college_park,reject,10
326,166,160,117.0,3.64,10,3,university_of_maryland_college_park,reject,10
326,166,160,117.0,3.64,10,3,university_of_maryland_college_park,reject,10
325,164,161,111.0,3.48,7,0,university_of_maryland_college_park,reject,10
333,170,163,110.0,3.46,36,0,university_of_maryland_college_park,reject,10
334,166,168,120.0,3.54,1,3,university_of_maryland_college_park,reject,10
326,167,159,116.0,3.28,12,0,university_of_maryland_college_park,reject,10
315,165,150,105.0,2.59,9,3,university_of_maryland_college_park,reject,10
328,169,159,115.0,3.66,12,3,university_of_maryland_college_park,reject,10
325,170,155,103.0,2.84,30,0,university_of_maryland_college_park,reject,10
330,170,160,85.0,3.64,4,3,university_of_maryland_college_park,reject,10
321,169,152,103.0,2.54,40,0,university_of_maryland_college_park,reject,10
323,168,155,116.0,3.44,20,0,university_of_maryland_college_park,reject,10
319,168,151,109.0,3.34,12,0,university_of_maryland_college_park,reject,10
320,164,156,102.0,3.03,44,0,university_of_maryland_college_park,reject,10
316,162,154,110.0,3.64,21,0,university_of_maryland_college_park,reject,10
319,168,151,92.0,3.2,12,0,university_of_maryland_college_park,reject,10
327,169,158,102.0,2.6,14,1,university_of_maryland_college_park,reject,10
327,169,158,102.0,2.6,14,1,university_of_maryland_college_park,reject,10
322,167,155,105.0,3.22,19,0,university_of_maryland_college_park,reject,10
319,166,153,111.0,3.69,14,0,university_of_maryland_college_park,reject,10
311,159,152,104.0,3.1,21,3,university_of_maryland_college_park,reject,10
324,166,158,116.0,3.68,35,0,university_of_maryland_college_park,reject,10
330,168,162,117.0,3.5,18,0,university_of_maryland_college_park,reject,10
304,159,145,99.0,3.04,6,0,university_of_maryland_college_park,reject,10
313,165,148,102.0,2.86,41,0,university_of_maryland_college_park,reject,10
321,167,154,113.0,3.44,0,0,university_of_maryland_college_park,reject,10
303,154,149,91.0,1.25,33,0,university_of_maryland_college_park,reject,10
304,160,144,101,3.26,6,0,university_of_maryland_college_park,reject,10
311,163,148,75.0,3.24,3,0,university_of_maryland_college_park,reject,10
320,169,151,105.0,3.28,0,3,university_of_maryland_college_park,reject,10
317,166,151,96.0,3.64,6,0,university_of_maryland_college_park,reject,10
319,168,151,106.0,3.4,16,0,university_of_maryland_college_park,reject,10
322,166,156,106.0,3.0,21,0,university_of_maryland_college_park,reject,10
327,170,157,75.0,3.13,4,0,university_of_maryland_college_park,reject,10
314,163,151,101,3.27,27,0,university_of_maryland_college_park,reject,10
326,167,159,112.0,3.35,21,0,university_of_maryland_college_park,reject,10
319,165,154,101.0,3.65,32,0,university_of_maryland_college_park,reject,10
314,162,152,106.0,2.66,23,2,university_of_maryland_college_park,reject,10
325,168,157,105.0,2.95,28,0,university_of_maryland_college_park,reject,10
320,165,155,96.0,2.44,15,0,university_of_maryland_college_park,reject,10
317,164,153,106.0,3.0,53,3,university_of_maryland_college_park,reject,10
312,155,157,114.0,2.81,27,0,university_of_maryland_college_park,reject,10
312,160,152,102.0,3.14,1,3,university_of_maryland_college_park,reject,10
322,170,152,107.0,3.08,8,0,university_of_maryland_college_park,reject,10
334,167,167,119.0,3.5,50,0,university_of_maryland_college_park,reject,10
322,155,167,109.0,3.0,20,3,university_of_maryland_college_park,reject,10
314,161,153,102.0,3.46,16,0,university_of_maryland_college_park,reject,10
327,170,157,112.0,3.16,26,0,university_of_maryland_college_park,reject,10
312,161,151,102.0,3.89,44,3,university_of_maryland_college_park,reject,10
312,161,151,102.0,3.89,44,3,university_of_maryland_college_park,reject,10
305,153,152,101,3.38,5,3,university_of_maryland_college_park,reject,10
322,163,159,107.0,2.87,5,3,university_of_maryland_college_park,reject,10
329,170,159,110.0,3.52,60,0,university_of_maryland_college_park,reject,10
327,168,159,106.0,3.26,17,3,university_of_maryland_college_park,reject,10
313,165,148,102.0,2.64,30,3,university_of_maryland_college_park,reject,10
317,166,151,100.0,3.49,32,0,university_of_maryland_college_park,reject,10
315,159,156,102.0,3.37,27,0,university_of_maryland_college_park,reject,10
321,169,152,112.0,3.64,18,3,university_of_maryland_college_park,reject,10
323,166,157,111.0,3.9,23,0,university_of_maryland_college_park,reject,10
324,169,155,112.0,2.88,8,0,university_of_maryland_college_park,reject,10
327,167,160,113.0,3.7,0,0,university_of_maryland_college_park,reject,10
332,170,162,117.0,3.78,0,0,university_of_maryland_college_park,reject,10
321,161,160,118.0,3.12,1,2,university_of_maryland_college_park,reject,10
318,166,152,117.0,3.66,0,0,university_of_maryland_college_park,reject,10
323,162,161,109.0,3.49,19,0,university_of_maryland_college_park,reject,10
323,162,161,109.0,3.49,19,0,university_of_maryland_college_park,reject,10
328,167,161,111.0,3.16,32,3,university_of_maryland_college_park,reject,10
325,170,155,105.0,3.8,19,0,university_of_maryland_college_park,reject,10
315,166,149,110.0,3.39,22,0,university_of_maryland_college_park,reject,10
327,170,157,106.0,3.12,19,3,university_of_maryland_college_park,reject,10
326,169,157,109.0,3.78,20,3,university_of_maryland_college_park,reject,10
328,164,164,116.0,3.64,0,0,university_of_maryland_college_park,reject,10
324,164,160,109.0,3.2,15,0,university_of_maryland_college_park,reject,10
320,167,153,107.0,3.5,0,3,university_of_maryland_college_park,reject,10
331,168,163,115.0,3.36,2,0,university_of_maryland_college_park,reject,10
314,164,150,103.0,3.64,1,3,university_of_maryland_college_park,reject,10
314,165,149,108.0,2.99,5,3,university_of_maryland_college_park,reject,10
309,163,146,96.0,3.48,12,0,university_of_maryland_college_park,reject,10
324,168,156,103.0,2.98,60,0,university_of_maryland_college_park,reject,10
326,169,157,111.0,3.35,6,0,university_of_maryland_college_park,reject,10
319,163,156,113.0,3.24,0,0,university_of_maryland_college_park,reject,10
329,168,161,108.0,3.31,18,2,university_of_maryland_college_park,reject,10
329,168,161,108.0,3.31,18,2,university_of_maryland_college_park,reject,10
332,170,162,114.0,3.4,24,0,university_of_maryland_college_park,reject,10
313,167,146,101.0,3.62,36,0,university_of_maryland_college_park,reject,10
329,169,160,114.0,3.62,1,0,university_of_maryland_college_park,reject,10
326,163,163,114.0,3.74,6,3,university_of_maryland_college_park,reject,10
320,170,150,104.0,3.86,2,1,university_of_maryland_college_park,reject,10
328,168,160,114.0,3.54,1,0,university_of_maryland_college_park,reject,10
325,170,155,99.0,3.0,0,0,university_of_maryland_college_park,reject,10
323,168,155,108.0,2.64,6,3,university_of_maryland_college_park,reject,10
325,166,159,104.0,2.69,34,0,university_of_maryland_college_park,reject,10
320,165,155,105.0,3.27,31,1,university_of_maryland_college_park,reject,10
315,168,147,75.0,3.58,6,3,university_of_maryland_college_park,reject,10
324,169,155,105.0,3.65,6,3,university_of_maryland_college_park,reject,10
315,163,152,108.0,3.4,14,0,university_of_maryland_college_park,reject,10
312,160,152,101,3.0,33,2,university_of_maryland_college_park,reject,10
328,170,158,110.0,3.39,6,0,university_of_maryland_college_park,reject,10
327,164,163,111.0,3.46,22,0,university_of_maryland_college_park,reject,10
322,167,155,103.0,2.92,23,0,university_of_maryland_college_park,reject,10
323,169,154,109.0,3.83,4,2,university_of_maryland_college_park,reject,10
314,161,153,100.0,3.16,0,0,university_of_maryland_college_park,reject,10
309,159,150,97.0,2.75,31,0,university_of_maryland_college_park,reject,10
329,167,162,107.0,3.39,48,3,university_of_maryland_college_park,reject,10
318,168,150,106.0,3.4,0,0,university_of_maryland_college_park,reject,10
328,169,159,113.0,3.04,3,0,university_of_maryland_college_park,reject,10
327,166,161,108.0,3.18,10,3,university_of_maryland_college_park,reject,10
307,161,146,88.0,3.26,12,0,university_of_maryland_college_park,reject,10
309,160,149,99.0,2.6,0,0,university_of_maryland_college_park,reject,10
300,155,145,65.0,2.53,0,0,university_of_maryland_college_park,reject,10
308,158,150,101.0,3.49,0,3,university_of_maryland_college_park,reject,10
315,168,147,96.0,3.52,68,0,university_of_maryland_college_park,reject,10
320,163,157,108.0,3.56,3,0,university_of_maryland_college_park,reject,10
320,170,150,100.0,3.39,17,0,university_of_maryland_college_park,reject,10
312,160,152,0,2.92,14,0,university_of_maryland_college_park,reject,10
312,161,151,115.0,2.5,1,0,university_of_maryland_college_park,reject,10
325,167,158,112.0,3.28,41,0,university_of_maryland_college_park,reject,10
308,157,151,96.0,3.01,15,0,university_of_maryland_college_park,reject,10
327,166,161,115.0,3.79,36,0,university_of_maryland_college_park,reject,10
335,168,167,0,3.89,3,3,university_of_maryland_college_park,reject,10
320,170,150,105.0,3.5,26,0,university_of_maryland_college_park,reject,10
324,170,154,112.0,3.32,4,3,university_of_maryland_college_park,reject,10
318,161,157,116.0,2.88,18,0,university_of_maryland_college_park,reject,10
321,168,153,0,2.77,18,0,university_of_maryland_college_park,reject,10
326,169,157,0,3.01,32,0,university_of_maryland_college_park,reject,10
323,166,157,114.0,3.64,20,3,university_of_maryland_college_park,reject,10
323,166,157,114.0,3.64,20,3,university_of_maryland_college_park,reject,10
324,167,157,111.0,2.66,40,0,university_of_maryland_college_park,reject,10
319,167,152,109.0,3.28,7,0,university_of_maryland_college_park,reject,10
324,167,157,112.0,2.65,6,3,university_of_maryland_college_park,reject,10
316,163,153,104.0,3.68,18,0,university_of_maryland_college_park,reject,10
337,170,167,115.0,2.7,26,0,university_of_maryland_college_park,reject,10
310,161,149,75.0,2.65,38,3,university_of_maryland_college_park,reject,10
317,164,153,110.0,3.09,3,0,university_of_maryland_college_park,reject,10
326,170,156,101.0,3.48,19,3,university_of_maryland_college_park,reject,10
310,158,152,102.0,2.96,34,0,university_of_maryland_college_park,reject,10
317,162,155,0,3.2,34,0,university_of_maryland_college_park,reject,10
319,164,155,114,2.37,0,0,university_of_maryland_college_park,reject,10
321,169,152,98.0,3.24,0,0,university_of_maryland_college_park,reject,10
327,168,159,107.0,3.52,2,0,university_of_maryland_college_park,reject,10
321,169,152,102.0,2.97,18,0,university_of_maryland_college_park,reject,10
317,167,150,75.0,2.06,21,0,university_of_maryland_college_park,reject,10
317,167,150,75.0,2.06,21,0,university_of_maryland_college_park,reject,10
315,164,151,0,3.12,0,2,university_of_maryland_college_park,reject,10
327,169,158,109.0,3.46,40,0,university_of_maryland_college_park,reject,10
315,165,150,102.0,3.1,8,0,university_of_maryland_college_park,reject,10
322,166,156,0,3.21,5,3,university_of_maryland_college_park,reject,10
313,163,150,116.0,2.99,2,0,university_of_maryland_college_park,reject,10
319,167,152,114.0,3.47,2,0,university_of_maryland_college_park,reject,10
319,165,154,110.0,3.49,24,3,university_of_maryland_college_park,reject,10
334,170,164,0,3.28,8,3,university_of_maryland_college_park,reject,10
315,168,147,106.0,3.6,2,0,university_of_maryland_college_park,reject,10
315,164,151,114.0,2.95,30,0,university_of_maryland_college_park,reject,10
319,162,157,104.0,3.3,18,0,university_of_maryland_college_park,reject,10
314,168,146,101.0,3.21,34,0,university_of_maryland_college_park,reject,10
326,168,158,0,3.22,1,3,university_of_maryland_college_park,reject,10
320,161,159,110.0,3.12,32,0,university_of_maryland_college_park,reject,10
323,167,156,110.0,3.0,29,0,university_of_maryland_college_park,reject,10
320,170,150,104.0,3.42,9,0,university_of_maryland_college_park,reject,10
320,170,150,104.0,3.42,9,0,university_of_maryland_college_park,reject,10
319,167,152,98.0,3.59,9,0,university_of_maryland_college_park,reject,10
320,164,156,118.0,3.77,2,0,university_of_maryland_college_park,reject,10
326,163,163,110.0,3.34,24,0,university_of_maryland_college_park,reject,10
322,164,158,115.0,3.44,18,0,university_of_maryland_college_park,reject,10
325,163,162,116.0,3.34,34,0,university_of_maryland_college_park,reject,10
328,168,160,110.0,3.62,1,0,university_of_maryland_college_park,reject,10
326,168,158,105.0,3.32,2,0,university_of_maryland_college_park,reject,10
324,166,158,112.0,2.18,20,0,university_of_maryland_college_park,reject,10
325,170,155,107.0,3.66,8,3,university_of_maryland_college_park,reject,10
321,165,156,105.0,3.0,39,0,university_of_maryland_college_park,reject,10
316,163,153,104.0,3.24,48,0,university_of_maryland_college_park,reject,10
325,166,159,0,3.22,20,0,university_of_maryland_college_park,reject,10
321,164,157,118.0,3.57,16,3,university_of_maryland_college_park,reject,10
325,170,155,114.0,3.24,0,0,university_of_maryland_college_park,reject,10
319,167,152,107.0,3.44,0,0,university_of_maryland_college_park,reject,10
315,167,148,0,2.94,0,3,university_of_maryland_college_park,reject,10
319,170,149,0,3.32,0,3,university_of_maryland_college_park,reject,10
309,168,141,103.0,3.48,2,0,michigan_technological_university,accept,117
309,168,141,103.0,3.48,2,0,michigan_technological_university,accept,117
300,158,142,84.0,2.6,10,2,michigan_technological_university,accept,117
303,160,143,101,3.37,0,0,michigan_technological_university,accept,117
317,162,155,87.0,2.68,0,0,michigan_technological_university,accept,117
301,155,146,75.0,2.42,1,0,michigan_technological_university,accept,117
305,166,139,101,3.37,4,0,michigan_technological_university,accept,117
305,159,146,65.0,2.6,47,3,michigan_technological_university,accept,117
291,160,131,65.0,3.22,6,0,michigan_technological_university,accept,117
296,158,138,84.0,3.62,4,3,michigan_technological_university,accept,117
310,160,150,99.0,3.83,32,3,michigan_technological_university,accept,117
303,156,147,101,3.28,27,0,michigan_technological_university,accept,117
310,158,152,75.0,3.4,0,0,michigan_technological_university,accept,117
302,160,142,90.0,3.08,15,0,michigan_technological_university,accept,117
310,161,149,75.0,3.45,20,3,michigan_technological_university,accept,117
302,160,142,65.0,2.95,0,2,michigan_technological_university,accept,117
305,161,144,101,3.03,34,0,michigan_technological_university,accept,117
313,161,152,106.0,3.28,41,1,michigan_technological_university,accept,117
303,156,147,101,2.92,23,3,michigan_technological_university,accept,117
305,162,143,65.0,2.94,13,0,michigan_technological_university,accept,117
315,165,150,102.0,2.08,37,0,michigan_technological_university,accept,117
315,165,150,102.0,2.08,37,0,michigan_technological_university,accept,117
310,165,145,90.0,2.51,57,0,michigan_technological_university,accept,117
299,162,137,65.0,2.75,26,0,michigan_technological_university,accept,117
303,160,143,89.0,3.0,0,0,michigan_technological_university,accept,117
311,163,148,65.0,2.58,0,0,michigan_technological_university,accept,117
304,164,140,75.0,3.1,26,0,michigan_technological_university,accept,117
312,159,153,107.0,3.34,0,0,michigan_technological_university,accept,117
304,150,154,0,2.16,39,0,michigan_technological_university,accept,117
330,166,164,115.0,3.25,0,0,michigan_technological_university,accept,117
288,150,138,101,2.75,0,0,michigan_technological_university,accept,117
310,161,149,99.0,2.55,38,0,michigan_technological_university,accept,117
308,165,143,0,3.22,0,0,michigan_technological_university,accept,117
328,169,159,0,2.94,0,0,michigan_technological_university,accept,117
299,149,150,91.0,2.7,33,0,michigan_technological_university,accept,117
321,170,151,75.0,3.32,0,0,michigan_technological_university,accept,117
302,156,146,65.0,1.42,2,0,michigan_technological_university,accept,117
304,163,141,0,2.17,6,0,michigan_technological_university,accept,117
304,158,146,75.0,3.0,0,0,michigan_technological_university,accept,117
302,154,148,100.0,1.9,0,0,michigan_technological_university,accept,117
312,166,146,99.0,2.6,27,0,michigan_technological_university,accept,117
308,158,150,106.0,2.57,0,0,michigan_technological_university,accept,117
308,158,150,106.0,2.57,0,0,michigan_technological_university,accept,117
313,160,153,108.0,3.02,20,3,michigan_technological_university,accept,117
306,162,144,101,3.13,0,2,michigan_technological_university,accept,117
